Date,Time,Currency,Impact,Event Title,Details id,Actual,Forecast,Previous,Hour,Month,DayOfWeek,YearMonth,DayOfMonth
2023-01-01,All Day,AUD,Non-Economic,Bank Holiday,130315,,,,0.0,1,6,2023-01-01,1
2023-01-01,All Day,NZD,Non-Economic,Bank Holiday,130672,,,,0.0,1,6,2023-01-01,1
2023-01-02,All Day,CAD,Non-Economic,Bank Holiday,130255,,,,0.0,1,0,2023-01-01,2
2023-01-02,All Day,CHF,Non-Economic,Bank Holiday,133739,,,,0.0,1,0,2023-01-01,2
2023-01-02,All Day,CNY,Non-Economic,Bank Holiday,133702,,,,0.0,1,0,2023-01-01,2
2023-01-02,9:15am,EUR,Low Impact Expected,Spanish Manufacturing PMI,129087,46.4,45.9,45.7,9.0,1,0,2023-01-01,2
2023-01-02,9:45am,EUR,Low Impact Expected,Italian Manufacturing PMI,129075,48.5,48.5,48.4,9.0,1,0,2023-01-01,2
2023-01-02,9:50am,EUR,Low Impact Expected,French Final Manufacturing PMI,129111,49.2,48.9,48.9,9.0,1,0,2023-01-01,2
2023-01-02,9:55am,EUR,Low Impact Expected,German Final Manufacturing PMI,129135,47.1,47.4,47.4,9.0,1,0,2023-01-01,2
2023-01-02,10:00am,EUR,Low Impact Expected,Final Manufacturing PMI,129123,47.8,47.8,47.8,10.0,1,0,2023-01-01,2
2023-01-02,All Day,GBP,Non-Economic,Bank Holiday,133639,,,,0.0,1,0,2023-01-01,2
2023-01-02,All Day,JPY,Non-Economic,Bank Holiday,133648,,,,0.0,1,0,2023-01-01,2
2023-01-02,All Day,NZD,Non-Economic,Bank Holiday,130673,,,,0.0,1,0,2023-01-01,2
2023-01-02,All Day,USD,Non-Economic,Bank Holiday,129993,,,,0.0,1,0,2023-01-01,2
2023-01-03,6:30am,AUD,Low Impact Expected,Commodity Prices y/y,130614,15.6%,,19.6%,6.0,1,1,2023-01-01,3
2023-01-03,3:30pm,CAD,Low Impact Expected,Manufacturing PMI,130451,49.2,,49.6,3.0,1,1,2023-01-01,3
2023-01-03,9:30am,CHF,Low Impact Expected,Manufacturing PMI,129100,54.1,53.0,53.9,9.0,1,1,2023-01-01,3
2023-01-03,2:45am,CNY,Low Impact Expected,Caixin Manufacturing PMI,131470,49.0,49.2,49.4,2.0,1,1,2023-01-01,3
2023-01-03,All Day,EUR,Low Impact Expected,German Prelim CPI m/m,131783,-0.8%,-0.6%,-0.5%,0.0,1,1,2023-01-01,3
2023-01-03,9:00am,EUR,Low Impact Expected,Spanish Unemployment Change,129390,-43.7K,-40.3K,-33.5K,9.0,1,1,2023-01-01,3
2023-01-03,9:55am,EUR,Low Impact Expected,German Unemployment Change,125490,-13K,15K,15K,9.0,1,1,2023-01-01,3
2023-01-03,10:30am,GBP,Low Impact Expected,Final Manufacturing PMI,129147,45.3,44.7,44.7,10.0,1,1,2023-01-01,3
2023-01-03,All Day,JPY,Non-Economic,Bank Holiday,133649,,,,0.0,1,1,2023-01-01,3
2023-01-03,3:39pm,NZD,Low Impact Expected,GDT Price Index,128732,-2.8%,,-3.8%,3.0,1,1,2023-01-01,3
2023-01-03,3:45pm,USD,Low Impact Expected,Final Manufacturing PMI,130464,46.2,46.2,46.2,3.0,1,1,2023-01-01,3
2023-01-03,4:00pm,USD,Low Impact Expected,Construction Spending m/m,129959,0.2%,-0.4%,-0.2%,4.0,1,1,2023-01-01,3
2023-01-04,8:30am,CHF,High Impact Expected,CPI m/m,131391,-0.2%,-0.1%,0.0%,8.0,1,2,2023-01-01,4
2023-01-04,8:00am,EUR,Low Impact Expected,German Import Prices m/m,125581,-4.5%,-1.7%,-1.2%,8.0,1,2,2023-01-01,4
2023-01-04,8:45am,EUR,Low Impact Expected,French Prelim CPI m/m,133742,-0.1%,0.5%,0.3%,8.0,1,2,2023-01-01,4
2023-01-04,9:15am,EUR,Low Impact Expected,Spanish Services PMI,129171,51.6,50.8,51.2,9.0,1,2,2023-01-01,4
2023-01-04,9:45am,EUR,Low Impact Expected,Italian Services PMI,129159,49.9,49.5,49.5,9.0,1,2,2023-01-01,4
2023-01-04,9:50am,EUR,Low Impact Expected,French Final Services PMI,129183,49.5,48.1,48.1,9.0,1,2,2023-01-01,4
2023-01-04,9:55am,EUR,Low Impact Expected,German Final Services PMI,129197,49.2,49.0,49.0,9.0,1,2,2023-01-01,4
2023-01-04,10:00am,EUR,Low Impact Expected,Final Services PMI,129196,49.8,49.1,49.1,10.0,1,2,2023-01-01,4
2023-01-04,1:01am,GBP,Low Impact Expected,BRC Shop Price Index y/y,126515,7.3%,,7.4%,1.0,1,2,2023-01-01,4
2023-01-04,10:30am,GBP,Low Impact Expected,M4 Money Supply m/m,133743,-1.6%,0.2%,0.1%,10.0,1,2,2023-01-01,4
2023-01-04,10:30am,GBP,Low Impact Expected,Mortgage Approvals,133195,46K,54K,58K,10.0,1,2,2023-01-01,4
2023-01-04,10:30am,GBP,Low Impact Expected,Net Lending to Individuals m/m,133196,5.9B,4.5B,4.3B,10.0,1,2,2023-01-01,4
2023-01-04,1:30am,JPY,Low Impact Expected,Final Manufacturing PMI,128798,48.9,48.8,48.8,1.0,1,2,2023-01-01,4
2023-01-04,All Day,USD,Low Impact Expected,Wards Total Vehicle Sales,130532,13.3M,13.4M,14.1M,0.0,1,2,2023-01-01,4
2023-01-04,4:00pm,USD,High Impact Expected,ISM Manufacturing PMI,130004,48.4,48.5,49.0,4.0,1,2,2023-01-01,4
2023-01-04,4:00pm,USD,High Impact Expected,JOLTS Job Openings,132217,10.46M,10.04M,10.51M,4.0,1,2,2023-01-01,4
2023-01-04,4:00pm,USD,Low Impact Expected,ISM Manufacturing Prices,130005,39.4,42.9,43.0,4.0,1,2,2023-01-01,4
2023-01-04,8:00pm,USD,High Impact Expected,FOMC Meeting Minutes,130116,,,,8.0,1,2,2023-01-01,4
2023-01-05,2:30pm,CAD,Low Impact Expected,Trade Balance,132585,0.0B,1.3B,0.1B,2.0,1,3,2023-01-01,5
2023-01-05,2:45am,CNY,Low Impact Expected,Caixin Services PMI,131469,48.0,46.8,46.7,2.0,1,3,2023-01-01,5
2023-01-05,8:00am,EUR,Low Impact Expected,German Trade Balance,132102,10.8B,7.5B,6.8B,8.0,1,3,2023-01-01,5
2023-01-05,10:58am,EUR,Low Impact Expected,French 10-y Bond Auction,133767,2.77|1.9,,2.19|2.2,10.0,1,3,2023-01-01,5
2023-01-05,11:00am,EUR,Low Impact Expected,PPI m/m,132689,-0.9%,-0.8%,-3.0%,11.0,1,3,2023-01-01,5
2023-01-05,11:00am,EUR,Low Impact Expected,Italian Prelim CPI m/m,122594,0.3%,0.2%,0.5%,11.0,1,3,2023-01-01,5
2023-01-05,10:30am,GBP,Low Impact Expected,Final Services PMI,129209,49.9,50.0,50.0,10.0,1,3,2023-01-01,5
2023-01-05,12:50am,JPY,Low Impact Expected,Monetary Base y/y,128178,-6.1%,-6.1%,-6.4%,12.0,1,3,2023-01-01,5
2023-01-05,4:35am,JPY,Low Impact Expected,10-y Bond Auction,128770,0.50|4.8,,0.25|6.0,4.0,1,3,2023-01-01,5
2023-01-05,6:00am,JPY,Low Impact Expected,Consumer Confidence,128209,30.3,28.2,28.6,6.0,1,3,2023-01-01,5
2023-01-05,1:30pm,USD,Low Impact Expected,Challenger Job Cuts y/y,130076,129.1%,,416.5%,1.0,1,3,2023-01-01,5
2023-01-05,2:15pm,USD,High Impact Expected,ADP Non-Farm Employment Change,133613,235K,152K,182K,2.0,1,3,2023-01-01,5
2023-01-05,2:30pm,USD,Medium Impact Expected,Unemployment Claims,130200,204K,230K,223K,2.0,1,3,2023-01-01,5
2023-01-05,2:30pm,USD,Low Impact Expected,Trade Balance,129778,-61.5B,-64.2B,-77.8B,2.0,1,3,2023-01-01,5
2023-01-05,3:45pm,USD,Low Impact Expected,Final Services PMI,130476,44.7,44.4,44.4,3.0,1,3,2023-01-01,5
2023-01-05,4:30pm,USD,Low Impact Expected,Natural Gas Storage,128430,-221B,-230B,-213B,4.0,1,3,2023-01-01,5
2023-01-05,5:00pm,USD,Low Impact Expected,Crude Oil Inventories,129391,1.7M,1.5M,0.7M,5.0,1,3,2023-01-01,5
2023-01-07,5:15pm,GBP,Low Impact Expected,MPC Member Mann Speaks,133766,,,,5.0,1,5,2023-01-01,7
2023-01-08,2:00pm,GBP,Low Impact Expected,MPC Member Pill Speaks,133783,,,,2.0,1,6,2023-01-01,8
2023-01-09,1:30am,AUD,Low Impact Expected,Building Approvals m/m,131114,-9.0%,0.1%,-5.6%,1.0,1,0,2023-01-01,9
2023-01-09,2:30pm,CAD,Low Impact Expected,Building Permits m/m,132363,14.1%,0.4%,-5.3%,2.0,1,0,2023-01-01,9
2023-01-09,7:45am,CHF,Low Impact Expected,Unemployment Rate,131343,1.9%,2.1%,2.0%,7.0,1,0,2023-01-01,9
2023-01-09,9:00am,CHF,Low Impact Expected,Foreign Currency Reserves,129627,784B,,790B,9.0,1,0,2023-01-01,9
2023-01-09,8:00am,EUR,Low Impact Expected,German Industrial Production m/m,132104,0.2%,0.2%,-0.4%,8.0,1,0,2023-01-01,9
2023-01-09,8:45am,EUR,Low Impact Expected,French Trade Balance,131939,-13.8B,-11.3B,-11.6B,8.0,1,0,2023-01-01,9
2023-01-09,10:00am,EUR,Low Impact Expected,Italian Monthly Unemployment Rate,122530,7.8%,7.8%,7.9%,10.0,1,0,2023-01-01,9
2023-01-09,10:30am,EUR,Low Impact Expected,Sentix Investor Confidence,132181,-17.5,-18.1,-21.0,10.0,1,0,2023-01-01,9
2023-01-09,11:00am,EUR,Low Impact Expected,Unemployment Rate,132738,6.5%,6.5%,6.5%,11.0,1,0,2023-01-01,9
2023-01-09,4:30pm,GBP,Low Impact Expected,MPC Member Pill Speaks,133790,,,,4.0,1,0,2023-01-01,9
2023-01-09,All Day,JPY,Non-Economic,Bank Holiday,133650,,,,0.0,1,0,2023-01-01,9
2023-01-09,9:00pm,USD,Low Impact Expected,Consumer Credit m/m,129610,28.0B,25.0B,29.1B,9.0,1,0,2023-01-01,9
2023-01-10,11:10am,CAD,High Impact Expected,BOC Gov Macklem Speaks,133786,,,,11.0,1,1,2023-01-01,10
2023-01-10,10:05am,CNY,Low Impact Expected,M2 Money Supply y/y,131517,11.8%,12.4%,12.4%,10.0,1,1,2023-01-01,10
2023-01-10,10:05am,CNY,Low Impact Expected,New Loans,131518,1400B,1150B,1210B,10.0,1,1,2023-01-01,10
2023-01-10,8:45am,EUR,Low Impact Expected,French Industrial Production m/m,129273,2.0%,0.9%,-2.5%,8.0,1,1,2023-01-01,10
2023-01-10,1:01am,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,133356,6.5%,2.4%,4.1%,1.0,1,1,2023-01-01,10
2023-01-10,11:02am,GBP,Low Impact Expected,10-y Bond Auction,133785,3.70|2.8,,3.33|2.2,11.0,1,1,2023-01-01,10
2023-01-10,12:30am,JPY,Low Impact Expected,Household Spending y/y,128954,-1.2%,0.6%,1.2%,12.0,1,1,2023-01-01,10
2023-01-10,12:30am,JPY,Low Impact Expected,Tokyo Core CPI y/y,125911,4.0%,3.8%,3.6%,12.0,1,1,2023-01-01,10
2023-01-10,11:10am,JPY,Medium Impact Expected,BOJ Gov Kuroda Speaks,133787,,,,11.0,1,1,2023-01-01,10
2023-01-10,11:59am,USD,Low Impact Expected,NFIB Small Business Index,130488,89.8,91.6,91.9,11.0,1,1,2023-01-01,10
2023-01-10,3:00pm,USD,High Impact Expected,Fed Chair Powell Speaks,133784,,,,3.0,1,1,2023-01-01,10
2023-01-10,4:00pm,USD,Low Impact Expected,Final Wholesale Inventories m/m,129911,1.0%,1.0%,1.0%,4.0,1,1,2023-01-01,10
2023-01-10,4:00pm,USD,Low Impact Expected,IBD/TIPP Economic Optimism,133625,42.3,41.7,42.9,4.0,1,1,2023-01-01,10
2023-01-11,1:30am,AUD,High Impact Expected,CPI y/y,131769,7.3%,7.2%,6.9%,1.0,1,2,2023-01-01,11
2023-01-11,1:30am,AUD,Low Impact Expected,Retail Sales m/m,131126,1.4%,0.6%,0.4%,1.0,1,2,2023-01-01,11
2023-01-11,9:57am,EUR,Low Impact Expected,Italian Retail Sales m/m,129288,0.8%,-0.3%,-0.3%,9.0,1,2,2023-01-01,11
2023-01-11,11:33am,EUR,Low Impact Expected,German 10-y Bond Auction,133768,2.25|1.4,,1.95|2.0,11.0,1,2,2023-01-01,11
2023-01-11,4:35am,JPY,Low Impact Expected,30-y Bond Auction,128781,1.65|3.1,,1.48|3.0,4.0,1,2,2023-01-01,11
2023-01-11,6:00am,JPY,Low Impact Expected,Leading Indicators,128942,97.6%,97.5%,98.6%,6.0,1,2,2023-01-01,11
2023-01-11,1:00am,NZD,Low Impact Expected,ANZ Commodity Prices m/m,131206,-0.1%,,-4.0%,1.0,1,2,2023-01-01,11
2023-01-11,10:45pm,NZD,Low Impact Expected,Building Consents m/m,130959,7.0%,,-10.7%,10.0,1,2,2023-01-01,11
2023-01-11,4:30pm,USD,Low Impact Expected,Crude Oil Inventories,129392,19.0M,-2.0M,1.7M,4.0,1,2,2023-01-01,11
2023-01-11,7:01pm,USD,Medium Impact Expected,10-y Bond Auction,131860,3.58|2.5,,3.63|2.3,7.0,1,2,2023-01-01,11
2023-01-12,1:30am,AUD,Low Impact Expected,Trade Balance,131102,13.20B,11.35B,12.74B,1.0,1,3,2023-01-01,12
2023-01-12,2:30am,CNY,Low Impact Expected,CPI y/y,131541,1.8%,1.8%,1.6%,2.0,1,3,2023-01-01,12
2023-01-12,2:30am,CNY,Low Impact Expected,PPI y/y,131542,-0.7%,-0.1%,-1.3%,2.0,1,3,2023-01-01,12
2023-01-12,10:00am,EUR,Low Impact Expected,ECB Economic Bulletin,125322,,,,10.0,1,3,2023-01-01,12
2023-01-12,6:00pm,GBP,Low Impact Expected,MPC Member Mann Speaks,133791,,,,6.0,1,3,2023-01-01,12
2023-01-12,12:50am,JPY,Low Impact Expected,Bank Lending y/y,128905,2.7%,2.8%,2.7%,12.0,1,3,2023-01-01,12
2023-01-12,12:50am,JPY,Low Impact Expected,Current Account,128917,1.92T,0.65T,-0.61T,12.0,1,3,2023-01-01,12
2023-01-12,6:00am,JPY,Low Impact Expected,Economy Watchers Sentiment,128220,47.9,47.8,48.1,6.0,1,3,2023-01-01,12
2023-01-12,1:30pm,USD,Low Impact Expected,FOMC Member Harker Speaks,133789,,,,1.0,1,3,2023-01-01,12
2023-01-12,2:30pm,USD,High Impact Expected,CPI m/m,129662,-0.1%,-0.1%,0.1%,2.0,1,3,2023-01-01,12
2023-01-12,2:30pm,USD,High Impact Expected,CPI y/y,129686,6.5%,6.5%,7.1%,2.0,1,3,2023-01-01,12
2023-01-12,2:30pm,USD,High Impact Expected,Core CPI m/m,129674,0.3%,0.3%,0.2%,2.0,1,3,2023-01-01,12
2023-01-12,2:30pm,USD,Medium Impact Expected,Unemployment Claims,130201,205K,216K,206K,2.0,1,3,2023-01-01,12
2023-01-12,4:30pm,USD,Low Impact Expected,Natural Gas Storage,128429,11B,-15B,-221B,4.0,1,3,2023-01-01,12
2023-01-12,7:01pm,USD,Low Impact Expected,30-y Bond Auction,131863,3.59|2.5,,3.51|2.2,7.0,1,3,2023-01-01,12
2023-01-12,8:00pm,USD,Low Impact Expected,Federal Budget Balance,130508,-85.0B,-59.5B,-248.5B,8.0,1,3,2023-01-01,12
2023-01-13,4:18am,CNY,Low Impact Expected,USD-Denominated Trade Balance,131493,78.0B,77.9B,69.8B,4.0,1,4,2023-01-01,13
2023-01-13,4:22am,CNY,Low Impact Expected,Trade Balance,131492,550B,533B,494B,4.0,1,4,2023-01-01,13
2023-01-13,8:45am,EUR,Low Impact Expected,French Final CPI m/m,131927,-0.1%,-0.1%,-0.1%,8.0,1,4,2023-01-01,13
2023-01-13,10:00am,EUR,Low Impact Expected,Italian Industrial Production m/m,129261,-0.3%,0.4%,-1.1%,10.0,1,4,2023-01-01,13
2023-01-13,11:00am,EUR,Low Impact Expected,Industrial Production m/m,132691,1.0%,0.6%,-1.9%,11.0,1,4,2023-01-01,13
2023-01-13,11:00am,EUR,Low Impact Expected,Trade Balance,132726,-15.2B,-21.1B,-28.1B,11.0,1,4,2023-01-01,13
2023-01-13,8:00am,GBP,High Impact Expected,GDP m/m,133490,0.1%,-0.2%,0.5%,8.0,1,4,2023-01-01,13
2023-01-13,8:00am,GBP,Low Impact Expected,Construction Output m/m,133492,0.0%,-0.3%,0.4%,8.0,1,4,2023-01-01,13
2023-01-13,8:00am,GBP,Low Impact Expected,Goods Trade Balance,133491,-15.6B,-14.9B,-12.3B,8.0,1,4,2023-01-01,13
2023-01-13,8:00am,GBP,Low Impact Expected,Index of Services 3m/3m,133495,-0.1%,-0.3%,-0.1%,8.0,1,4,2023-01-01,13
2023-01-13,8:00am,GBP,Low Impact Expected,Industrial Production m/m,133493,-0.2%,-0.2%,-0.1%,8.0,1,4,2023-01-01,13
2023-01-13,8:00am,GBP,Low Impact Expected,Manufacturing Production m/m,133494,-0.5%,-0.2%,0.7%,8.0,1,4,2023-01-01,13
2023-01-13,1:01pm,GBP,Low Impact Expected,NIESR GDP Estimate,133332,0.1%,,-0.3%,1.0,1,4,2023-01-01,13
2023-01-13,12:50am,JPY,Low Impact Expected,M2 Money Stock y/y,128172,2.9%,3.2%,3.1%,12.0,1,4,2023-01-01,13
2023-01-13,2:30pm,USD,Low Impact Expected,Import Prices m/m,129646,0.4%,-0.9%,-0.7%,2.0,1,4,2023-01-01,13
2023-01-13,4:00pm,USD,High Impact Expected,Prelim UoM Consumer Sentiment,130403,64.6,60.8,59.7,4.0,1,4,2023-01-01,13
2023-01-13,4:00pm,USD,Medium Impact Expected,Prelim UoM Inflation Expectations,130404,4.0%,,4.4%,4.0,1,4,2023-01-01,13
2023-01-16,1:02am,AUD,Low Impact Expected,MI Inflation Gauge m/m,130631,0.2%,,1.0%,1.0,1,0,2023-01-01,16
2023-01-16,Day 1,All,Medium Impact Expected,WEF Annual Meetings,132402,,,,,1,0,2023-01-01,16
2023-01-16,2:30pm,CAD,Low Impact Expected,Manufacturing Sales m/m,132573,0.0%,0.4%,2.4%,2.0,1,0,2023-01-01,16
2023-01-16,4:30pm,CAD,Medium Impact Expected,BOC Business Outlook Survey,132299,,,,4.0,1,0,2023-01-01,16
2023-01-16,All Day,EUR,Low Impact Expected,Eurogroup Meetings,132193,,,,0.0,1,0,2023-01-01,16
2023-01-16,8:00am,EUR,Low Impact Expected,German WPI m/m,131744,-1.6%,-0.3%,-0.9%,8.0,1,0,2023-01-01,16
2023-01-16,11:05am,EUR,Low Impact Expected,French Gov Budget Balance,131897,-159.3B,,-143.2B,11.0,1,0,2023-01-01,16
2023-01-16,1:01am,GBP,Low Impact Expected,Rightmove HPI m/m,133284,0.9%,,-2.1%,1.0,1,0,2023-01-01,16
2023-01-16,4:00pm,GBP,High Impact Expected,BOE Gov Bailey Speaks,133817,,,,4.0,1,0,2023-01-01,16
2023-01-16,12:50am,JPY,Low Impact Expected,PPI y/y,128881,10.2%,9.5%,9.7%,12.0,1,0,2023-01-01,16
2023-01-16,7:00am,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,129026,1.0%,,-7.7%,7.0,1,0,2023-01-01,16
2023-01-16,10:00pm,NZD,Low Impact Expected,NZIER Business Confidence,130656,-70,,-42,10.0,1,0,2023-01-01,16
2023-01-16,All Day,USD,Non-Economic,Bank Holiday,129994,,,,0.0,1,0,2023-01-01,16
2023-01-17,12:20am,AUD,Low Impact Expected,Westpac Consumer Sentiment,130382,5.0%,,3.0%,12.0,1,1,2023-01-01,17
2023-01-17,Day 2,All,Medium Impact Expected,WEF Annual Meetings,132403,,,,,1,1,2023-01-01,17
2023-01-17,2:13pm,CAD,Low Impact Expected,Housing Starts,132854,249K,257K,263K,2.0,1,1,2023-01-01,17
2023-01-17,2:30pm,CAD,High Impact Expected,CPI m/m,132303,-0.6%,-0.6%,0.1%,2.0,1,1,2023-01-01,17
2023-01-17,2:30pm,CAD,High Impact Expected,Median CPI y/y,132307,5.0%,4.9%,5.1%,2.0,1,1,2023-01-01,17
2023-01-17,2:30pm,CAD,High Impact Expected,Trimmed CPI y/y,132306,5.3%,5.2%,5.4%,2.0,1,1,2023-01-01,17
2023-01-17,2:30pm,CAD,Low Impact Expected,Foreign Securities Purchases,132541,12.76B,2.73B,9.09B,2.0,1,1,2023-01-01,17
2023-01-17,2:32pm,CAD,Medium Impact Expected,Common CPI y/y,132305,6.6%,6.6%,6.8%,2.0,1,1,2023-01-01,17
2023-01-17,2:32pm,CAD,Low Impact Expected,Core CPI m/m,132304,-0.3%,,0.0%,2.0,1,1,2023-01-01,17
2023-01-17,3:00am,CNY,High Impact Expected,GDP q/y,131596,2.9%,1.6%,3.9%,3.0,1,1,2023-01-01,17
2023-01-17,3:00am,CNY,Low Impact Expected,Fixed Asset Investment ytd/y,131597,5.1%,5.0%,5.3%,3.0,1,1,2023-01-01,17
2023-01-17,3:00am,CNY,Low Impact Expected,Industrial Production y/y,131598,1.3%,0.2%,2.2%,3.0,1,1,2023-01-01,17
2023-01-17,3:00am,CNY,Low Impact Expected,NBS Press Conference,131601,,,,3.0,1,1,2023-01-01,17
2023-01-17,3:00am,CNY,Low Impact Expected,Retail Sales y/y,131599,-1.8%,-9.5%,-5.9%,3.0,1,1,2023-01-01,17
2023-01-17,3:00am,CNY,Low Impact Expected,Unemployment Rate,131600,5.5%,5.8%,5.7%,3.0,1,1,2023-01-01,17
2023-01-17,All Day,EUR,Low Impact Expected,ECOFIN Meetings,132205,,,,0.0,1,1,2023-01-01,17
2023-01-17,8:00am,EUR,Low Impact Expected,German Final CPI m/m,132106,-0.8%,-0.8%,-0.8%,8.0,1,1,2023-01-01,17
2023-01-17,11:00am,EUR,Medium Impact Expected,German ZEW Economic Sentiment,132080,16.9,-15.0,-23.3,11.0,1,1,2023-01-01,17
2023-01-17,11:00am,EUR,Low Impact Expected,ZEW Economic Sentiment,132078,16.7,-14.3,-23.6,11.0,1,1,2023-01-01,17
2023-01-17,8:00am,GBP,High Impact Expected,Claimant Count Change,133455,19.7K,19.8K,16.1K,8.0,1,1,2023-01-01,17
2023-01-17,8:00am,GBP,Medium Impact Expected,Average Earnings Index 3m/y,133454,6.4%,6.2%,6.2%,8.0,1,1,2023-01-01,17
2023-01-17,8:00am,GBP,Low Impact Expected,Unemployment Rate,133456,3.7%,3.7%,3.7%,8.0,1,1,2023-01-01,17
2023-01-17,5:30am,JPY,Low Impact Expected,Tertiary Industry Activity m/m,129002,-0.2%,0.2%,0.5%,5.0,1,1,2023-01-01,17
2023-01-17,3:39pm,NZD,Low Impact Expected,GDT Price Index,128733,-0.1%,,-2.8%,3.0,1,1,2023-01-01,17
2023-01-17,2:30pm,USD,High Impact Expected,Empire State Manufacturing Index,130040,-32.9,-8.7,-11.2,2.0,1,1,2023-01-01,17
2023-01-17,9:00pm,USD,Low Impact Expected,FOMC Member Williams Speaks,133804,,,,9.0,1,1,2023-01-01,17
2023-01-18,Day 3,All,Medium Impact Expected,WEF Annual Meetings,132404,,,,,1,2,2023-01-01,18
2023-01-18,2:30pm,CAD,Low Impact Expected,IPPI m/m,132598,-1.1%,0.7%,-0.4%,2.0,1,2,2023-01-01,18
2023-01-18,2:30pm,CAD,Low Impact Expected,RMPI m/m,132597,-3.1%,-0.9%,-0.8%,2.0,1,2,2023-01-01,18
2023-01-18,3:04am,CNY,Low Impact Expected,Foreign Direct Investment ytd/y,131565,6.3%,,9.9%,3.0,1,2,2023-01-01,18
2023-01-18,10:00am,EUR,Low Impact Expected,Italian Trade Balance,129300,1.45B,-1.80B,-2.06B,10.0,1,2,2023-01-01,18
2023-01-18,11:00am,EUR,Low Impact Expected,Final CPI y/y,132644,9.2%,9.2%,9.2%,11.0,1,2,2023-01-01,18
2023-01-18,11:00am,EUR,Low Impact Expected,Final Core CPI y/y,132643,5.2%,5.2%,5.2%,11.0,1,2,2023-01-01,18
2023-01-18,11:39am,EUR,Low Impact Expected,German 30-y Bond Auction,131683,2.05|1.5,,1.94|1.8,11.0,1,2,2023-01-01,18
2023-01-18,8:00am,GBP,High Impact Expected,CPI y/y,133383,10.5%,10.5%,10.7%,8.0,1,2,2023-01-01,18
2023-01-18,8:00am,GBP,Low Impact Expected,Core CPI y/y,133382,6.3%,6.2%,6.3%,8.0,1,2,2023-01-01,18
2023-01-18,8:00am,GBP,Low Impact Expected,RPI y/y,133384,13.4%,13.6%,14.0%,8.0,1,2,2023-01-01,18
2023-01-18,10:30am,GBP,Low Impact Expected,HPI y/y,133387,10.3%,10.4%,12.4%,10.0,1,2,2023-01-01,18
2023-01-18,10:30am,GBP,Low Impact Expected,Housing Equity Withdrawal q/q,128251,-5.8B,-7.9B,-6.1B,10.0,1,2,2023-01-01,18
2023-01-18,3:30pm,GBP,Low Impact Expected,CB Leading Index m/m,133344,-0.6%,,-0.9%,3.0,1,2,2023-01-01,18
2023-01-18,12:50am,JPY,Low Impact Expected,Core Machinery Orders m/m,128933,-8.3%,-1.3%,5.4%,12.0,1,2,2023-01-01,18
2023-01-18,3:40am,JPY,High Impact Expected,BOJ Outlook Report,128142,,,,3.0,1,2,2023-01-01,18
2023-01-18,3:40am,JPY,High Impact Expected,Monetary Policy Statement,128141,,,,3.0,1,2,2023-01-01,18
2023-01-18,3:40am,JPY,Low Impact Expected,BOJ Policy Rate,128139,-0.10%,-0.10%,-0.10%,3.0,1,2,2023-01-01,18
2023-01-18,5:30am,JPY,Low Impact Expected,Revised Industrial Production m/m,128990,0.2%,-0.1%,-0.1%,5.0,1,2,2023-01-01,18
2023-01-18,7:30am,JPY,High Impact Expected,BOJ Press Conference,128140,,,,7.0,1,2,2023-01-01,18
2023-01-18,10:45pm,NZD,Low Impact Expected,FPI m/m,130971,1.1%,,0.0%,10.0,1,2,2023-01-01,18
2023-01-18,2:30pm,USD,High Impact Expected,Core PPI m/m,129699,0.1%,0.1%,0.2%,2.0,1,2,2023-01-01,18
2023-01-18,2:30pm,USD,High Impact Expected,Core Retail Sales m/m,129851,-1.1%,-0.5%,-0.6%,2.0,1,2,2023-01-01,18
2023-01-18,2:30pm,USD,High Impact Expected,PPI m/m,129698,-0.5%,-0.1%,0.2%,2.0,1,2,2023-01-01,18
2023-01-18,2:30pm,USD,High Impact Expected,Retail Sales m/m,129852,-1.1%,-0.8%,-1.0%,2.0,1,2,2023-01-01,18
2023-01-18,3:15pm,USD,Low Impact Expected,Capacity Utilization Rate,129598,78.8%,79.6%,79.4%,3.0,1,2,2023-01-01,18
2023-01-18,3:15pm,USD,Low Impact Expected,Industrial Production m/m,129586,-0.7%,-0.1%,-0.6%,3.0,1,2,2023-01-01,18
2023-01-18,4:00pm,USD,Low Impact Expected,Business Inventories m/m,131270,0.4%,0.4%,0.2%,4.0,1,2,2023-01-01,18
2023-01-18,4:00pm,USD,Low Impact Expected,NAHB Housing Market Index,132254,35,31,31,4.0,1,2,2023-01-01,18
2023-01-18,8:00pm,USD,Low Impact Expected,Beige Book,130500,,,,8.0,1,2,2023-01-01,18
2023-01-18,9:15pm,USD,Low Impact Expected,FOMC Member Harker Speaks,133812,,,,9.0,1,2,2023-01-01,18
2023-01-18,10:00pm,USD,Low Impact Expected,TIC Long-Term Purchases,131297,171.5B,127.9B,67.8B,10.0,1,2,2023-01-01,18
2023-01-18,11:00pm,USD,Low Impact Expected,FOMC Member Logan Speaks,133811,,,,11.0,1,2,2023-01-01,18
2023-01-19,1:00am,AUD,Low Impact Expected,MI Inflation Expectations,130370,5.6%,,5.2%,1.0,1,3,2023-01-01,19
2023-01-19,1:30am,AUD,Medium Impact Expected,Employment Change,131046,-14.6K,26.5K,58.3K,1.0,1,3,2023-01-01,19
