Date,Time,Currency,Impact,Event Title,Details id,Actual,Forecast,Previous,Hour,Month,DayOfWeek,YearMonth,DayOfMonth
2023-04-13,9:30am,GBP,Low Impact Expected,BOE Credit Conditions Survey,132920,,,,9.0,4,3,2023-04-01,13
2023-04-13,10:02am,GBP,Low Impact Expected,10-y Bond Auction,132881,3.59|3.0,,3.50|2.4,10.0,4,3,2023-04-01,13
2023-04-13,12:08pm,GBP,Low Impact Expected,NIESR GDP Estimate,133335,0.1%,,0.1%,12.0,4,3,2023-04-01,13
2023-04-13,2:00pm,GBP,Low Impact Expected,MPC Member Pill Speaks,134027,,,,2.0,4,3,2023-04-01,13
2023-04-13,2:30pm,GBP,Low Impact Expected,CB Leading Index m/m,133347,-0.8%,,-0.5%,2.0,4,3,2023-04-01,13
2023-04-13,12:50am,JPY,Low Impact Expected,M2 Money Stock y/y,128175,2.6%,2.5%,2.6%,12.0,4,3,2023-04-01,13
2023-04-13,11:30pm,NZD,Low Impact Expected,BusinessNZ Manufacturing Index,131221,48.1,,51.7,11.0,4,3,2023-04-01,13
2023-04-13,11:45pm,NZD,Low Impact Expected,Visitor Arrivals m/m,130934,0.6%,,-26.3%,11.0,4,3,2023-04-01,13
2023-04-13,1:30pm,USD,High Impact Expected,Core PPI m/m,129704,-0.1%,0.2%,0.2%,1.0,4,3,2023-04-01,13
2023-04-13,1:30pm,USD,High Impact Expected,PPI m/m,129705,-0.5%,0.0%,0.0%,1.0,4,3,2023-04-01,13
2023-04-13,1:30pm,USD,High Impact Expected,Unemployment Claims,130214,239K,233K,228K,1.0,4,3,2023-04-01,13
2023-04-13,3:30pm,USD,Low Impact Expected,Natural Gas Storage,128441,25B,25B,-23B,3.0,4,3,2023-04-01,13
2023-04-13,6:01pm,USD,Medium Impact Expected,30-y Bond Auction,132290,3.66|2.4,,3.88|2.4,6.0,4,3,2023-04-01,13
2023-04-14,Day 5,All,Low Impact Expected,IMF Meetings,132411,,,,,4,4,2023-04-01,14
2023-04-14,1:30pm,CAD,Low Impact Expected,Manufacturing Sales m/m,132576,-3.6%,-2.5%,4.5%,1.0,4,4,2023-04-01,14
2023-04-14,7:30am,CHF,Low Impact Expected,PPI m/m,131406,0.2%,0.1%,-0.2%,7.0,4,4,2023-04-01,14
2023-04-14,7:00am,EUR,Low Impact Expected,German WPI m/m,131743,0.2%,0.2%,0.1%,7.0,4,4,2023-04-01,14
2023-04-14,7:45am,EUR,Low Impact Expected,French Final CPI m/m,131930,0.9%,0.8%,0.8%,7.0,4,4,2023-04-01,14
2023-04-14,7:15pm,EUR,Low Impact Expected,German Buba President Nagel Speaks,134029,,,,7.0,4,4,2023-04-01,14
2023-04-14,4:30pm,GBP,Low Impact Expected,MPC Member Tenreyro Speaks,134028,,,,4.0,4,4,2023-04-01,14
2023-04-14,1:30pm,USD,High Impact Expected,Core Retail Sales m/m,129858,-0.8%,-0.4%,0.0%,1.0,4,4,2023-04-01,14
2023-04-14,1:30pm,USD,High Impact Expected,Retail Sales m/m,129857,-1.0%,-0.4%,-0.2%,1.0,4,4,2023-04-01,14
2023-04-14,1:30pm,USD,Low Impact Expected,Import Prices m/m,129649,-0.6%,-0.1%,-0.2%,1.0,4,4,2023-04-01,14
2023-04-14,1:45pm,USD,Medium Impact Expected,FOMC Member Waller Speaks,134039,,,,1.0,4,4,2023-04-01,14
2023-04-14,2:15pm,USD,Low Impact Expected,Capacity Utilization Rate,129606,79.8%,79.1%,79.6%,2.0,4,4,2023-04-01,14
2023-04-14,2:15pm,USD,Low Impact Expected,Industrial Production m/m,129589,0.4%,0.3%,0.2%,2.0,4,4,2023-04-01,14
2023-04-14,3:00pm,USD,High Impact Expected,Prelim UoM Consumer Sentiment,130416,63.5,62.0,62.0,3.0,4,4,2023-04-01,14
2023-04-14,3:00pm,USD,Medium Impact Expected,Prelim UoM Inflation Expectations,130415,4.6%,,3.6%,3.0,4,4,2023-04-01,14
2023-04-14,3:00pm,USD,Low Impact Expected,Business Inventories m/m,131273,0.2%,0.2%,-0.2%,3.0,4,4,2023-04-01,14
2023-04-15,Day 6,All,Low Impact Expected,IMF Meetings,132412,,,,,4,5,2023-04-01,15
2023-04-16,Day 7,All,Low Impact Expected,IMF Meetings,132413,,,,,4,6,2023-04-01,16
2023-04-16,11:30pm,NZD,Low Impact Expected,BusinessNZ Services Index,131233,54.4,,55.8,11.0,4,6,2023-04-01,16
2023-04-16,11:45pm,NZD,Low Impact Expected,FPI m/m,130974,0.8%,,1.5%,11.0,4,6,2023-04-01,16
2023-04-17,3:30pm,AUD,Low Impact Expected,CB Leading Index m/m,131093,-0.2%,,-0.1%,3.0,4,0,2023-04-01,17
2023-04-17,1:30pm,CAD,Low Impact Expected,Foreign Securities Purchases,132544,4.62B,6.28B,4.20B,1.0,4,0,2023-04-01,17
2023-04-17,1:30pm,CAD,Low Impact Expected,Wholesale Sales m/m,132378,-1.7%,-1.6%,6.1%,1.0,4,0,2023-04-01,17
2023-04-17,4:00pm,EUR,Medium Impact Expected,ECB President Lagarde Speaks,134053,,,,4.0,4,0,2023-04-01,17
2023-04-17,2:00pm,GBP,Low Impact Expected,MPC Member Cunliffe Speaks,134042,,,,2.0,4,0,2023-04-01,17
2023-04-17,1:30pm,USD,High Impact Expected,Empire State Manufacturing Index,130043,10.8,-17.7,-24.6,1.0,4,0,2023-04-01,17
2023-04-17,3:00pm,USD,Low Impact Expected,NAHB Housing Market Index,132257,45,45,44,3.0,4,0,2023-04-01,17
2023-04-17,9:00pm,USD,Low Impact Expected,TIC Long-Term Purchases,131300,71.0B,40.3B,31.9B,9.0,4,0,2023-04-01,17
2023-04-18,2:30am,AUD,Medium Impact Expected,Monetary Policy Meeting Minutes,130306,,,,2.0,4,1,2023-04-01,18
2023-04-18,1:30pm,CAD,High Impact Expected,CPI m/m,132322,0.5%,0.6%,0.4%,1.0,4,1,2023-04-01,18
2023-04-18,1:30pm,CAD,High Impact Expected,Median CPI y/y,132318,4.6%,4.5%,4.9%,1.0,4,1,2023-04-01,18
2023-04-18,1:30pm,CAD,High Impact Expected,Trimmed CPI y/y,132319,4.4%,4.4%,4.8%,1.0,4,1,2023-04-01,18
2023-04-18,1:30pm,CAD,Medium Impact Expected,Common CPI y/y,132320,5.9%,6.0%,6.4%,1.0,4,1,2023-04-01,18
2023-04-18,1:32pm,CAD,Low Impact Expected,Core CPI m/m,132321,0.6%,,0.5%,1.0,4,1,2023-04-01,18
2023-04-18,4:30pm,CAD,High Impact Expected,BOC Gov Macklem Speaks,134051,,,,4.0,4,1,2023-04-01,18
2023-04-18,3:00am,CNY,Medium Impact Expected,GDP q/y,131612,4.5%,4.0%,2.9%,3.0,4,1,2023-04-01,18
2023-04-18,3:00am,CNY,Low Impact Expected,Fixed Asset Investment ytd/y,131607,5.1%,5.7%,5.5%,3.0,4,1,2023-04-01,18
2023-04-18,3:00am,CNY,Low Impact Expected,Industrial Production y/y,131608,3.9%,4.7%,2.4%,3.0,4,1,2023-04-01,18
2023-04-18,3:00am,CNY,Low Impact Expected,NBS Press Conference,131609,,,,3.0,4,1,2023-04-01,18
2023-04-18,3:00am,CNY,Low Impact Expected,Retail Sales y/y,131610,10.6%,7.3%,3.5%,3.0,4,1,2023-04-01,18
2023-04-18,3:00am,CNY,Low Impact Expected,Unemployment Rate,131611,5.3%,5.5%,5.6%,3.0,4,1,2023-04-01,18
2023-04-18,9:00am,EUR,Low Impact Expected,Italian Trade Balance,129299,2.11B,-3.23B,-4.24B,9.0,4,1,2023-04-01,18
2023-04-18,10:00am,EUR,Medium Impact Expected,German ZEW Economic Sentiment,132085,4.1,15.5,13.0,10.0,4,1,2023-04-01,18
2023-04-18,10:00am,EUR,Low Impact Expected,ZEW Economic Sentiment,132084,6.4,12.2,10.0,10.0,4,1,2023-04-01,18
2023-04-18,7:00am,GBP,High Impact Expected,Claimant Count Change,133465,28.2K,-2.5K,-18.8K,7.0,4,1,2023-04-01,18
2023-04-18,7:00am,GBP,Medium Impact Expected,Average Earnings Index 3m/y,133463,5.9%,5.1%,5.9%,7.0,4,1,2023-04-01,18
2023-04-18,7:00am,GBP,Low Impact Expected,Unemployment Rate,133464,3.8%,3.7%,3.7%,7.0,4,1,2023-04-01,18
2023-04-18,10:15am,GBP,Low Impact Expected,30-y Bond Auction,132894,4.08|2.5,,3.86|2.7,10.0,4,1,2023-04-01,18
2023-04-18,3:54pm,NZD,Low Impact Expected,GDT Price Index,128738,3.2%,,-4.7%,3.0,4,1,2023-04-01,18
2023-04-18,1:30pm,USD,Low Impact Expected,Building Permits,129942,1.41M,1.46M,1.55M,1.0,4,1,2023-04-01,18
2023-04-18,1:30pm,USD,Low Impact Expected,Housing Starts,129941,1.42M,1.40M,1.43M,1.0,4,1,2023-04-01,18
2023-04-18,6:00pm,USD,Low Impact Expected,FOMC Member Bowman Speaks,134048,,,,6.0,4,1,2023-04-01,18
2023-04-19,1:30am,AUD,Low Impact Expected,MI Leading Index m/m,131158,0.0%,,-0.1%,1.0,4,2,2023-04-01,19
2023-04-19,1:13pm,CAD,Low Impact Expected,Housing Starts,132857,214K,236K,241K,1.0,4,2,2023-04-01,19
2023-04-19,1:30pm,CAD,Low Impact Expected,IPPI m/m,132604,0.1%,-0.4%,-0.6%,1.0,4,2,2023-04-01,19
2023-04-19,1:30pm,CAD,Low Impact Expected,RMPI m/m,132603,-1.7%,-0.7%,-0.3%,1.0,4,2,2023-04-01,19
2023-04-19,8:00am,CHF,Medium Impact Expected,Gov Board Member Maechler Speaks,134043,,,,8.0,4,2,2023-04-01,19
2023-04-19,5:00pm,CHF,Low Impact Expected,Gov Board Member Schlegel Speaks,134044,,,,5.0,4,2,2023-04-01,19
2023-04-19,9:00am,EUR,Low Impact Expected,Current Account,132632,24.3B,10.3B,18.6B,9.0,4,2,2023-04-01,19
2023-04-19,10:00am,EUR,Low Impact Expected,Final CPI y/y,132656,6.9%,6.9%,6.9%,10.0,4,2,2023-04-01,19
2023-04-19,10:00am,EUR,Low Impact Expected,Final Core CPI y/y,132655,5.7%,5.7%,5.7%,10.0,4,2,2023-04-01,19
2023-04-19,10:34am,EUR,Low Impact Expected,German 10-y Bond Auction,131674,2.51|1.9,,2.32|1.4,10.0,4,2,2023-04-01,19
2023-04-19,7:00am,GBP,High Impact Expected,CPI y/y,133401,10.1%,9.8%,10.4%,7.0,4,2,2023-04-01,19
2023-04-19,7:00am,GBP,Low Impact Expected,Core CPI y/y,133400,6.2%,6.0%,6.2%,7.0,4,2,2023-04-01,19
2023-04-19,7:00am,GBP,Low Impact Expected,PPI Input m/m,133403,0.2%,-0.3%,0.0%,7.0,4,2,2023-04-01,19
2023-04-19,7:00am,GBP,Low Impact Expected,PPI Output m/m,133404,0.1%,-0.2%,-0.4%,7.0,4,2,2023-04-01,19
2023-04-19,7:00am,GBP,Low Impact Expected,RPI y/y,133402,13.5%,13.3%,13.8%,7.0,4,2,2023-04-01,19
2023-04-19,9:30am,GBP,Low Impact Expected,HPI y/y,133405,5.5%,5.0%,6.5%,9.0,4,2,2023-04-01,19
2023-04-19,10:30pm,GBP,Low Impact Expected,MPC Member Mann Speaks,134045,,,,10.0,4,2,2023-04-01,19
2023-04-19,5:30am,JPY,Low Impact Expected,Revised Industrial Production m/m,128993,4.6%,4.5%,4.5%,5.0,4,2,2023-04-01,19
2023-04-19,11:45pm,NZD,High Impact Expected,CPI q/q,130984,1.2%,1.5%,1.4%,11.0,4,2,2023-04-01,19
2023-04-19,3:30pm,USD,Low Impact Expected,Crude Oil Inventories,129412,-4.6M,-0.4M,0.6M,3.0,4,2,2023-04-01,19
2023-04-19,7:00pm,USD,Low Impact Expected,Beige Book,130502,,,,7.0,4,2,2023-04-01,19
2023-04-19,10:30pm,USD,Low Impact Expected,FOMC Member Goolsbee Speaks,134055,,,,10.0,4,2,2023-04-01,19
2023-04-20,2:30am,AUD,Low Impact Expected,NAB Quarterly Business Confidence,131152,-4,,-1,2.0,4,3,2023-04-01,20
2023-04-20,3:00am,AUD,High Impact Expected,RBA Gov Lowe Speaks,134064,,,,3.0,4,3,2023-04-01,20
2023-04-20,4:30pm,CAD,High Impact Expected,BOC Gov Macklem Speaks,134052,,,,4.0,4,3,2023-04-01,20
2023-04-20,8:00am,CNY,Low Impact Expected,Foreign Direct Investment ytd/y,131568,4.9%,,6.1%,8.0,4,3,2023-04-01,20
2023-04-20,7:00am,EUR,Low Impact Expected,German PPI m/m,132123,-2.6%,-0.6%,-0.3%,7.0,4,3,2023-04-01,20
2023-04-20,9:41am,EUR,Low Impact Expected,Spanish 10-y Bond Auction,134054,3.51|1.4,,3.40|1.4,9.0,4,3,2023-04-01,20
2023-04-20,10:00am,EUR,Low Impact Expected,Trade Balance,132729,-0.1B,-8.5B,-11.6B,10.0,4,3,2023-04-01,20
2023-04-20,12:30pm,EUR,Low Impact Expected,ECB Monetary Policy Meeting Accounts,132467,,,,12.0,4,3,2023-04-01,20
2023-04-20,1:15pm,EUR,Medium Impact Expected,ECB President Lagarde Speaks,134065,,,,1.0,4,3,2023-04-01,20
2023-04-20,3:00pm,EUR,Low Impact Expected,Consumer Confidence,132172,-18,-19,-19,3.0,4,3,2023-04-01,20
2023-04-20,9:30pm,GBP,Low Impact Expected,MPC Member Tenreyro Speaks,134056,,,,9.0,4,3,2023-04-01,20
2023-04-20,12:50am,JPY,Low Impact Expected,Trade Balance,129011,-1.21T,-1.70T,-1.25T,12.0,4,3,2023-04-01,20
2023-04-20,5:30am,JPY,Low Impact Expected,Tertiary Industry Activity m/m,129024,0.7%,0.4%,0.7%,5.0,4,3,2023-04-01,20
2023-04-20,12:00am,USD,Low Impact Expected,FOMC Member Williams Speaks,134047,,,,12.0,4,3,2023-04-01,20
2023-04-20,1:30pm,USD,High Impact Expected,Unemployment Claims,130215,245K,240K,240K,1.0,4,3,2023-04-01,20
2023-04-20,1:30pm,USD,Medium Impact Expected,Philly Fed Manufacturing Index,130107,-31.3,-19.1,-23.2,1.0,4,3,2023-04-01,20
2023-04-20,3:00pm,USD,Medium Impact Expected,Existing Home Sales,131261,4.44M,4.50M,4.55M,3.0,4,3,2023-04-01,20
2023-04-20,3:00pm,USD,Low Impact Expected,CB Leading Index m/m,131429,-1.2%,-0.7%,-0.5%,3.0,4,3,2023-04-01,20
2023-04-20,3:15pm,USD,Medium Impact Expected,Treasury Sec Yellen Speaks,134062,,,,3.0,4,3,2023-04-01,20
2023-04-20,3:30pm,USD,Low Impact Expected,Natural Gas Storage,128442,75B,69B,25B,3.0,4,3,2023-04-01,20
2023-04-20,5:00pm,USD,Medium Impact Expected,FOMC Member Waller Speaks,134046,,,,5.0,4,3,2023-04-01,20
2023-04-20,8:00pm,USD,Low Impact Expected,FOMC Member Bowman Speaks,134049,,,,8.0,4,3,2023-04-01,20
2023-04-21,12:00am,AUD,Low Impact Expected,Flash Manufacturing PMI,131826,48.1,,49.1,12.0,4,4,2023-04-01,21
2023-04-21,12:00am,AUD,Low Impact Expected,Flash Services PMI,131838,52.6,,48.6,12.0,4,4,2023-04-01,21
2023-04-21,1:30pm,CAD,Medium Impact Expected,Core Retail Sales m/m,132837,-0.7%,0.0%,0.9%,1.0,4,4,2023-04-01,21
2023-04-21,1:30pm,CAD,Medium Impact Expected,Retail Sales m/m,132835,-0.2%,-0.6%,1.6%,1.0,4,4,2023-04-01,21
2023-04-21,8:15am,EUR,High Impact Expected,French Flash Manufacturing PMI,131983,45.5,47.9,47.3,8.0,4,4,2023-04-01,21
2023-04-21,8:15am,EUR,High Impact Expected,French Flash Services PMI,131995,56.3,53.6,53.9,8.0,4,4,2023-04-01,21
2023-04-21,8:30am,EUR,High Impact Expected,German Flash Manufacturing PMI,132007,44.0,45.6,44.7,8.0,4,4,2023-04-01,21
2023-04-21,8:30am,EUR,High Impact Expected,German Flash Services PMI,132019,55.7,53.3,53.7,8.0,4,4,2023-04-01,21
2023-04-21,9:00am,EUR,Medium Impact Expected,Flash Manufacturing PMI,132031,45.5,47.9,47.3,9.0,4,4,2023-04-01,21
2023-04-21,9:00am,EUR,Medium Impact Expected,Flash Services PMI,132057,56.6,54.6,55.0,9.0,4,4,2023-04-01,21
2023-04-21,12:01am,GBP,Low Impact Expected,GfK Consumer Confidence,133275,-30,-35,-36,12.0,4,4,2023-04-01,21
2023-04-21,7:00am,GBP,Medium Impact Expected,Retail Sales m/m,133566,-0.9%,-0.5%,1.1%,7.0,4,4,2023-04-01,21
2023-04-21,9:30am,GBP,High Impact Expected,Flash Manufacturing PMI,132056,46.6,48.3,47.9,9.0,4,4,2023-04-01,21
2023-04-21,9:30am,GBP,High Impact Expected,Flash Services PMI,132068,54.9,52.9,52.9,9.0,4,4,2023-04-01,21
2023-04-21,12:30am,JPY,Low Impact Expected,National Core CPI y/y,128847,3.1%,3.0%,3.1%,12.0,4,4,2023-04-01,21
2023-04-21,1:30am,JPY,Low Impact Expected,Flash Manufacturing PMI,128823,49.5,49.9,49.2,1.0,4,4,2023-04-01,21
2023-04-21,12:45am,USD,Medium Impact Expected,FOMC Member Harker Speaks,134057,,,,12.0,4,4,2023-04-01,21
2023-04-21,2:45pm,USD,High Impact Expected,Flash Manufacturing PMI,132232,50.4,49.0,49.2,2.0,4,4,2023-04-01,21
2023-04-21,2:45pm,USD,High Impact Expected,Flash Services PMI,132245,53.7,51.5,52.6,2.0,4,4,2023-04-01,21
2023-04-21,9:35pm,USD,Low Impact Expected,FOMC Member Cook Speaks,134050,,,,9.0,4,4,2023-04-01,21
2023-04-24,All Day,AUD,Non-Economic,Bank Holiday,130397,,,,0.0,4,0,2023-04-01,24
2023-04-24,1:30pm,CAD,Low Impact Expected,NHPI m/m,132869,0.0%,0.1%,-0.2%,1.0,4,0,2023-04-01,24
2023-04-24,9:00am,EUR,Medium Impact Expected,German ifo Business Climate,131699,93.6,93.4,93.3,9.0,4,0,2023-04-01,24
2023-04-24,11:00am,EUR,Low Impact Expected,German Buba Monthly Report,131710,,,,11.0,4,0,2023-04-01,24
2023-04-24,2:00pm,EUR,Low Impact Expected,Belgian NBB Business Climate,133951,-7.8,-5.2,-7.6,2.0,4,0,2023-04-01,24
2023-04-24,12:01am,GBP,Low Impact Expected,Rightmove HPI m/m,133288,0.2%,,0.8%,12.0,4,0,2023-04-01,24
2023-04-24,All Day,NZD,Non-Economic,Bank Holiday,130677,,,,0.0,4,0,2023-04-01,24
2023-04-25,7:00am,CHF,Low Impact Expected,Trade Balance,131358,4.53B,4.20B,3.14B,7.0,4,1,2023-04-01,25
2023-04-25,All Day,EUR,Non-Economic,Italian Bank Holiday,133747,,,,0.0,4,1,2023-04-01,25
2023-04-25,7:00am,GBP,Low Impact Expected,Public Sector Net Borrowing,133578,20.7B,20.5B,12.5B,7.0,4,1,2023-04-01,25
2023-04-25,10:00am,GBP,Low Impact Expected,MPC Member Broadbent Speaks,134066,,,,10.0,4,1,2023-04-01,25
2023-04-25,11:00am,GBP,Low Impact Expected,CBI Industrial Order Expectations,132910,-20,-21,-20,11.0,4,1,2023-04-01,25
2023-04-25,12:50am,JPY,Low Impact Expected,SPPI y/y,128890,1.6%,1.7%,1.7%,12.0,4,1,2023-04-01,25
2023-04-25,6:00am,JPY,Low Impact Expected,BOJ Core CPI y/y,128859,2.9%,2.6%,2.7%,6.0,4,1,2023-04-01,25
2023-04-25,11:45pm,NZD,Low Impact Expected,Trade Balance,130914,-1273M,-500M,-796M,11.0,4,1,2023-04-01,25
2023-04-25,2:00pm,USD,Low Impact Expected,HPI m/m,129577,0.5%,-0.1%,0.1%,2.0,4,1,2023-04-01,25
2023-04-25,2:00pm,USD,Low Impact Expected,S&P/CS Composite-20 HPI y/y,130031,0.4%,-0.1%,2.6%,2.0,4,1,2023-04-01,25
2023-04-25,2:59pm,USD,Medium Impact Expected,Richmond Manufacturing Index,130094,-10,-8,-5,2.0,4,1,2023-04-01,25
2023-04-25,3:00pm,USD,High Impact Expected,CB Consumer Confidence,130523,101.3,104.1,104.0,3.0,4,1,2023-04-01,25
2023-04-25,3:00pm,USD,Medium Impact Expected,New Home Sales,129926,683K,633K,623K,3.0,4,1,2023-04-01,25
2023-04-26,2:30am,AUD,High Impact Expected,CPI q/q,131015,1.4%,1.3%,1.9%,2.0,4,2,2023-04-01,26
2023-04-26,2:30am,AUD,High Impact Expected,CPI y/y,132783,6.3%,6.5%,6.8%,2.0,4,2,2023-04-01,26
2023-04-26,2:30am,AUD,High Impact Expected,Trimmed Mean CPI q/q,131019,1.2%,1.4%,1.7%,2.0,4,2,2023-04-01,26
2023-04-26,6:30pm,CAD,Low Impact Expected,BOC Summary of Deliberations,133863,,,,6.0,4,2,2023-04-01,26
2023-04-26,9:00am,CHF,Low Impact Expected,Credit Suisse Economic Expectations,131334,-33.3,,-41.3,9.0,4,2,2023-04-01,26
2023-04-26,2:00pm,CNY,Low Impact Expected,CB Leading Index m/m,131587,0.1%,,-0.3%,2.0,4,2,2023-04-01,26
2023-04-26,7:00am,EUR,Low Impact Expected,German GfK Consumer Climate,131722,-25.7,-28.0,-29.3,7.0,4,2,2023-04-01,26
2023-04-26,11:00am,GBP,Low Impact Expected,CBI Realized Sales,132898,5,4,1,11.0,4,2,2023-04-01,26
2023-04-26,4:00am,NZD,Low Impact Expected,Credit Card Spending y/y,131197,20.3%,,25.5%,4.0,4,2,2023-04-01,26
2023-04-26,1:30pm,USD,Medium Impact Expected,Core Durable Goods Orders m/m,129881,0.3%,-0.2%,-0.1%,1.0,4,2,2023-04-01,26
2023-04-26,1:30pm,USD,Medium Impact Expected,Durable Goods Orders m/m,129882,3.2%,0.7%,-1.2%,1.0,4,2,2023-04-01,26
2023-04-26,1:30pm,USD,Low Impact Expected,Goods Trade Balance,130131,-84.6B,-90.1B,-92.0B,1.0,4,2,2023-04-01,26
2023-04-26,1:30pm,USD,Low Impact Expected,Prelim Wholesale Inventories m/m,130130,0.1%,0.1%,0.1%,1.0,4,2,2023-04-01,26
2023-04-26,3:30pm,USD,Low Impact Expected,Crude Oil Inventories,129411,-5.1M,-1.3M,-4.6M,3.0,4,2,2023-04-01,26
2023-04-27,2:30am,AUD,Low Impact Expected,Import Prices q/q,131031,-4.2%,0.4%,1.8%,2.0,4,3,2023-04-01,27
2023-04-27,8:00am,EUR,Low Impact Expected,Spanish Unemployment Rate,129400,13.3%,13.0%,12.9%,8.0,4,3,2023-04-01,27
2023-04-27,10:13am,EUR,Low Impact Expected,Italian 10-y Bond Auction,129067,4.42|1.3,,4.12|1.4,10.0,4,3,2023-04-01,27
2023-04-27,2:00am,NZD,Low Impact Expected,ANZ Business Confidence,131185,-43.8,,-43.4,2.0,4,3,2023-04-01,27
2023-04-27,1:30pm,USD,High Impact Expected,Advance GDP q/q,129797,1.1%,2.0%,2.6%,1.0,4,3,2023-04-01,27
2023-04-27,1:30pm,USD,High Impact Expected,Unemployment Claims,130216,230K,247K,246K,1.0,4,3,2023-04-01,27
2023-04-27,1:30pm,USD,Medium Impact Expected,Advance GDP Price Index q/q,129798,4.0%,3.7%,3.9%,1.0,4,3,2023-04-01,27
2023-04-27,3:00pm,USD,Medium Impact Expected,Pending Home Sales m/m,131249,-5.2%,0.6%,0.8%,3.0,4,3,2023-04-01,27
2023-04-27,3:30pm,USD,Low Impact Expected,Natural Gas Storage,128443,79B,76B,75B,3.0,4,3,2023-04-01,27
2023-04-28,2:30am,AUD,Low Impact Expected,PPI q/q,131023,1.0%,0.6%,0.7%,2.0,4,4,2023-04-01,28
2023-04-28,2:30am,AUD,Low Impact Expected,Private Sector Credit m/m,131081,0.3%,0.3%,0.3%,2.0,4,4,2023-04-01,28
2023-04-28,1:30pm,CAD,High Impact Expected,GDP m/m,132556,0.1%,0.2%,0.6%,1.0,4,4,2023-04-01,28
2023-04-28,7:30am,CHF,Low Impact Expected,Retail Sales y/y,131370,-1.9%,0.4%,-0.5%,7.0,4,4,2023-04-01,28
2023-04-28,8:00am,CHF,Low Impact Expected,KOF Economic Barometer,131382,96.4,98.0,99.2,8.0,4,4,2023-04-01,28
2023-04-28,9:00am,CHF,Medium Impact Expected,SNB Chairman Jordan Speaks,134063,,,,9.0,4,4,2023-04-01,28
2023-04-28,All Day,EUR,High Impact Expected,German Prelim CPI m/m,131774,0.4%,0.6%,0.8%,0.0,4,4,2023-04-01,28
2023-04-28,All Day,EUR,Low Impact Expected,Eurogroup Meetings,132196,,,,0.0,4,4,2023-04-01,28
2023-04-28,Day 1,EUR,Low Impact Expected,ECOFIN Meetings,132208,,,,,4,4,2023-04-01,28
2023-04-28,6:30am,EUR,Medium Impact Expected,French Flash GDP q/q,133757,0.2%,0.2%,0.0%,6.0,4,4,2023-04-01,28
2023-04-28,6:30am,EUR,Low Impact Expected,French Consumer Spending m/m,131954,-1.3%,0.5%,-0.8%,6.0,4,4,2023-04-01,28
2023-04-28,7:00am,EUR,Low Impact Expected,German Import Prices m/m,131758,-1.1%,-1.3%,-2.4%,7.0,4,4,2023-04-01,28
2023-04-28,7:45am,EUR,Low Impact Expected,French Prelim CPI m/m,131918,0.6%,0.5%,0.9%,7.0,4,4,2023-04-01,28
2023-04-28,8:00am,EUR,Medium Impact Expected,Spanish Flash CPI y/y,129370,4.1%,4.4%,3.3%,8.0,4,4,2023-04-01,28
2023-04-28,8:00am,EUR,Low Impact Expected,Spanish Flash GDP q/q,129408,0.5%,0.3%,0.4%,8.0,4,4,2023-04-01,28
2023-04-28,8:55am,EUR,Low Impact Expected,German Unemployment Change,131734,24K,8K,19K,8.0,4,4,2023-04-01,28
2023-04-28,9:00am,EUR,Low Impact Expected,Italian Prelim GDP q/q,129331,0.5%,0.2%,-0.1%,9.0,4,4,2023-04-01,28
2023-04-28,9:00am,EUR,Low Impact Expected,German Prelim GDP q/q,132124,0.0%,0.2%,-0.4%,9.0,4,4,2023-04-01,28
2023-04-28,10:00am,EUR,Low Impact Expected,Prelim Flash GDP q/q,132755,0.1%,0.2%,0.0%,10.0,4,4,2023-04-01,28
2023-04-28,12:30am,JPY,High Impact Expected,Tokyo Core CPI y/y,128835,3.5%,3.2%,3.2%,12.0,4,4,2023-04-01,28
2023-04-28,12:30am,JPY,Low Impact Expected,Unemployment Rate,128812,2.8%,2.5%,2.6%,12.0,4,4,2023-04-01,28
2023-04-28,12:50am,JPY,Low Impact Expected,Prelim Industrial Production m/m,128969,0.8%,0.4%,4.6%,12.0,4,4,2023-04-01,28
2023-04-28,12:50am,JPY,Low Impact Expected,Retail Sales y/y,128981,7.2%,6.5%,7.3%,12.0,4,4,2023-04-01,28
2023-04-28,5:00am,JPY,High Impact Expected,BOJ Outlook Report,128156,,,,5.0,4,4,2023-04-01,28
2023-04-28,5:00am,JPY,High Impact Expected,Monetary Policy Statement,128148,,,,5.0,4,4,2023-04-01,28
2023-04-28,5:00am,JPY,Medium Impact Expected,BOJ Policy Rate,128147,-0.10%,-0.10%,-0.10%,5.0,4,4,2023-04-01,28
2023-04-28,6:00am,JPY,Low Impact Expected,Housing Starts y/y,128199,-3.2%,-3.9%,-0.3%,6.0,4,4,2023-04-01,28
2023-04-28,7:30am,JPY,High Impact Expected,BOJ Press Conference,128146,,,,7.0,4,4,2023-04-01,28
2023-04-28,1:30pm,USD,High Impact Expected,Core PCE Price Index m/m,129818,0.3%,0.3%,0.3%,1.0,4,4,2023-04-01,28
2023-04-28,1:30pm,USD,High Impact Expected,Employment Cost Index q/q,129659,1.2%,1.1%,1.0%,1.0,4,4,2023-04-01,28
2023-04-28,1:30pm,USD,Low Impact Expected,Personal Income m/m,129833,0.3%,0.2%,0.3%,1.0,4,4,2023-04-01,28
2023-04-28,1:30pm,USD,Low Impact Expected,Personal Spending m/m,129834,0.0%,-0.1%,0.1%,1.0,4,4,2023-04-01,28
